"dataset","seed","estimator","fold","ok","elapsed","attempts","mlik","range","error"
"baltimore",11,"baseline_mean",1,TRUE,0,1,NA,NA,NA
"baltimore",11,"baseline_mean",2,TRUE,0,1,NA,NA,NA
"baltimore",11,"baseline_mean",3,TRUE,0,1,NA,NA,NA
"baltimore",11,"baseline_mean",4,TRUE,0,1,NA,NA,NA
"baltimore",11,"baseline_mean",5,TRUE,0,1,NA,NA,NA
"baltimore",11,"ols",1,TRUE,0.0199999999995271,1,NA,NA,NA
"baltimore",11,"ols",2,TRUE,0.0100000000002183,1,NA,NA,NA
"baltimore",11,"ols",3,TRUE,0,1,NA,NA,NA
"baltimore",11,"ols",4,TRUE,0,1,NA,NA,NA
"baltimore",11,"ols",5,TRUE,0,1,NA,NA,NA
"baltimore",11,"gam_spatial",1,TRUE,0.0399999999999636,1,NA,NA,NA
"baltimore",11,"gam_spatial",2,TRUE,0.0399999999999636,1,NA,NA,NA
"baltimore",11,"gam_spatial",3,TRUE,0.0300000000006548,1,NA,NA,NA
"baltimore",11,"gam_spatial",4,TRUE,0.0100000000002183,1,NA,NA,NA
"baltimore",11,"gam_spatial",5,TRUE,0.0300000000006548,1,NA,NA,NA
"baltimore",11,"random_forest",1,TRUE,0.0300000000006548,1,NA,NA,NA
"baltimore",11,"random_forest",2,TRUE,0.0399999999999636,1,NA,NA,NA
"baltimore",11,"random_forest",3,TRUE,0.0299999999997453,1,NA,NA,NA
"baltimore",11,"random_forest",4,TRUE,0.0199999999995271,1,NA,NA,NA
"baltimore",11,"random_forest",5,TRUE,0.0300000000006548,1,NA,NA,NA
"baltimore",11,"xgboost",1,TRUE,0.0600000000004002,1,NA,NA,NA
"baltimore",11,"xgboost",2,TRUE,0.109999999999673,1,NA,NA,NA
"baltimore",11,"xgboost",3,TRUE,0.069999999999709,1,NA,NA,NA
"baltimore",11,"xgboost",4,TRUE,0.0600000000004002,1,NA,NA,NA
"baltimore",11,"xgboost",5,TRUE,0.109999999999673,1,NA,NA,NA
"baltimore",11,"sar_lag",1,TRUE,0.820000000000618,1,NA,NA,NA
"baltimore",11,"sar_lag",2,TRUE,0.840000000000146,1,NA,NA,NA
"baltimore",11,"sar_lag",3,TRUE,0.760000000000218,1,NA,NA,NA
"baltimore",11,"sar_lag",4,TRUE,0.770000000000437,1,NA,NA,NA
"baltimore",11,"sar_lag",5,TRUE,0.779999999999745,1,NA,NA,NA
"baltimore",11,"sem_error",1,TRUE,0.800000000000182,1,NA,NA,NA
"baltimore",11,"sem_error",2,TRUE,0.720000000000255,1,NA,NA,NA
"baltimore",11,"sem_error",3,TRUE,0.779999999999745,1,NA,NA,NA
"baltimore",11,"sem_error",4,TRUE,0.829999999999927,1,NA,NA,NA
"baltimore",11,"sem_error",5,TRUE,0.9399999999996,1,NA,NA,NA
"baltimore",11,"inla_spde",1,TRUE,15.0300000000007,1,-723.145848638435,40.6490571600497,NA
"baltimore",11,"inla_spde",2,TRUE,14.8400000000001,1,-736.106832350864,10.7182215415285,NA
"baltimore",11,"inla_spde",3,TRUE,16.2800000000007,1,-725.998955752772,10.8178877421762,NA
"baltimore",11,"inla_spde",4,TRUE,15.6899999999996,1,-789.673982211783,10.8259772554251,NA
"baltimore",11,"inla_spde",5,TRUE,16.7600000000002,1,-736.907466000147,13.4949916760779,NA
