"dataset","seed","estimator","fold","ok","elapsed","attempts","mlik","range","error"
"flapper",22,"baseline_mean",1,TRUE,0,1,NA,NA,NA
"flapper",22,"baseline_mean",2,TRUE,0,1,NA,NA,NA
"flapper",22,"baseline_mean",3,TRUE,0,1,NA,NA,NA
"flapper",22,"baseline_mean",4,TRUE,0,1,NA,NA,NA
"flapper",22,"baseline_mean",5,TRUE,0,1,NA,NA,NA
"flapper",22,"ols",1,TRUE,0.0200000000004366,1,NA,NA,NA
"flapper",22,"ols",2,TRUE,0.180000000000291,1,NA,NA,NA
"flapper",22,"ols",3,TRUE,0,1,NA,NA,NA
"flapper",22,"ols",4,TRUE,0.0200000000004366,1,NA,NA,NA
"flapper",22,"ols",5,TRUE,0.0199999999995271,1,NA,NA,NA
"flapper",22,"gam_spatial",1,TRUE,0.329999999999927,1,NA,NA,NA
"flapper",22,"gam_spatial",2,TRUE,0.329999999999927,1,NA,NA,NA
"flapper",22,"gam_spatial",3,TRUE,0.329999999999927,1,NA,NA,NA
"flapper",22,"gam_spatial",4,TRUE,0.470000000000255,1,NA,NA,NA
"flapper",22,"gam_spatial",5,TRUE,0.280000000000655,1,NA,NA,NA
"flapper",22,"random_forest",1,TRUE,0.140000000000327,1,NA,NA,NA
"flapper",22,"random_forest",2,TRUE,0.140000000000327,1,NA,NA,NA
"flapper",22,"random_forest",3,TRUE,0.119999999999891,1,NA,NA,NA
"flapper",22,"random_forest",4,TRUE,0.160000000000764,1,NA,NA,NA
"flapper",22,"random_forest",5,TRUE,0.0900000000001455,1,NA,NA,NA
"flapper",22,"xgboost",1,TRUE,0.239999999999782,1,NA,NA,NA
"flapper",22,"xgboost",2,TRUE,0.230000000000473,1,NA,NA,NA
"flapper",22,"xgboost",3,TRUE,0.229999999999563,1,NA,NA,NA
"flapper",22,"xgboost",4,TRUE,0.270000000000437,1,NA,NA,NA
"flapper",22,"xgboost",5,TRUE,0.229999999999563,1,NA,NA,NA
"flapper",22,"sar_probit",1,TRUE,2.40999999999985,1,NA,NA,NA
"flapper",22,"sar_probit",2,TRUE,1.35000000000036,1,NA,NA,NA
"flapper",22,"sar_probit",3,TRUE,0.710000000000036,1,NA,NA,NA
"flapper",22,"sar_probit",4,TRUE,1.32999999999993,1,NA,NA,NA
"flapper",22,"sar_probit",5,TRUE,0.8100000000004,1,NA,NA,NA
"flapper",22,"sem_probit",1,TRUE,0.799999999999272,1,NA,NA,NA
"flapper",22,"sem_probit",2,TRUE,1.14999999999964,1,NA,NA,NA
"flapper",22,"sem_probit",3,TRUE,0.75,1,NA,NA,NA
"flapper",22,"sem_probit",4,TRUE,0.609999999999673,1,NA,NA,NA
"flapper",22,"sem_probit",5,TRUE,0.640000000000327,1,NA,NA,NA
"flapper",22,"inla_spde",1,TRUE,28.6300000000001,1,-169.986797448114,26.6713710918368,NA
"flapper",22,"inla_spde",2,TRUE,28.6400000000003,1,-146.481993283469,17.7052934824062,NA
"flapper",22,"inla_spde",3,TRUE,28.1400000000003,1,-160.948712745391,19.7698358246748,NA
"flapper",22,"inla_spde",4,TRUE,28,1,-186.34211924943,22.7237502043477,NA
"flapper",22,"inla_spde",5,TRUE,27.1000000000004,1,-179.485947916655,22.2344117958881,NA
"flapper",22,"inla_spde_group",1,TRUE,21.2699999999995,1,-170.903527404419,26.6685929921677,NA
"flapper",22,"inla_spde_group",2,TRUE,20.6000000000004,1,-147.392450455576,17.7014571255654,NA
"flapper",22,"inla_spde_group",3,TRUE,23.3699999999999,1,-161.872988013052,19.7491422309827,NA
"flapper",22,"inla_spde_group",4,TRUE,23.8299999999999,1,-187.263128042843,22.7069724454554,NA
"flapper",22,"inla_spde_group",5,TRUE,24.5799999999999,1,-180.403288527092,22.2475292342002,NA
