10:04:59 === goa graine 11 : N=500, sites=500, folds(lignes)=99/87/105/100/109 | estimateurs: baseline_mean,ols,gam_spatial,random_forest,xgboost,sar_lag,sem_error,inla_spde,inla_spde_group,inla_spde_st
10:04:59 baseline_mean | fold 1 ok (0.0s)
10:04:59 baseline_mean | fold 2 ok (0.0s)
10:04:59 baseline_mean | fold 3 ok (0.0s)
10:04:59 baseline_mean | fold 4 ok (0.0s)
10:04:59 baseline_mean | fold 5 ok (0.0s)
10:04:59 ols | fold 1 ok (0.0s)
10:04:59 ols | fold 2 ok (0.1s)
10:04:59 ols | fold 3 ok (0.0s)
10:04:59 ols | fold 4 ok (0.0s)
10:05:00 ols | fold 5 ok (0.0s)
10:05:00 gam_spatial | fold 1 ok (0.1s)
10:05:00 gam_spatial | fold 2 ok (0.1s)
10:05:00 gam_spatial | fold 3 ok (0.0s)
10:05:00 gam_spatial | fold 4 ok (0.1s)
10:05:00 gam_spatial | fold 5 ok (0.0s)
10:05:00 random_forest | fold 1 ok (0.4s)
10:05:00 random_forest | fold 2 ok (0.0s)
10:05:01 random_forest | fold 3 ok (0.1s)
10:05:01 random_forest | fold 4 ok (0.1s)
10:05:01 random_forest | fold 5 ok (0.0s)
10:05:01 xgboost | fold 1 ok (0.1s)
10:05:01 xgboost | fold 2 ok (0.1s)
10:05:01 xgboost | fold 3 ok (0.1s)
10:05:01 xgboost | fold 4 ok (0.1s)
10:05:01 xgboost | fold 5 ok (0.1s)
10:05:03 sar_lag | fold 1 ok (1.9s)
10:05:05 sar_lag | fold 2 ok (1.4s)
10:05:06 sar_lag | fold 3 ok (1.1s)
10:05:07 sar_lag | fold 4 ok (1.1s)
10:05:08 sar_lag | fold 5 ok (1.2s)
10:05:09 sem_error | fold 1 ok (1.0s)
10:05:11 sem_error | fold 2 ok (1.0s)
10:05:12 sem_error | fold 3 ok (1.1s)
10:05:13 sem_error | fold 4 ok (1.0s)
10:05:14 sem_error | fold 5 ok (0.9s)
10:05:33 inla_spde | fold 1 ok (19.3s)
10:05:49 inla_spde | fold 2 ok (15.8s)
10:06:04 inla_spde | fold 3 ok (14.5s)
10:06:17 inla_spde | fold 4 ok (13.2s)
10:06:31 inla_spde | fold 5 ok (14.0s)
10:06:52 inla_spde_group | fold 1 ok (21.2s)
10:07:13 inla_spde_group | fold 2 ok (21.0s)
10:07:31 inla_spde_group | fold 3 ok (18.0s)
10:07:51 inla_spde_group | fold 4 ok (19.7s)
10:08:13 inla_spde_group | fold 5 ok (21.9s)
10:29:53 inla_spde_st | fold 1 ok (1299.4s)
10:40:01 inla_spde_st | fold 2 ok (608.5s)
10:56:22 inla_spde_st | fold 3 ok (980.1s)
11:09:08 inla_spde_st | fold 4 ok (766.0s)
11:20:38 inla_spde_st | fold 5 ok (689.4s)
11:20:38 === goa graine 11 TERMINE
11:20:40 === mistletoe graine 11 : N=978, sites=130, folds(lignes)=231/153/189/288/117 | estimateurs: baseline_mean,ols,gam_spatial,xgboost,inla_spde,inla_spde_group,inla_spde_st,inla_spde_st_group
11:20:40 baseline_mean | fold 1 ok (0.0s)
11:20:40 baseline_mean | fold 2 ok (0.0s)
11:20:40 baseline_mean | fold 3 ok (0.0s)
11:20:40 baseline_mean | fold 4 ok (0.0s)
11:20:40 baseline_mean | fold 5 ok (0.0s)
11:20:40 ols | fold 1 ok (0.0s)
11:20:40 ols | fold 2 ok (0.1s)
11:20:40 ols | fold 3 ok (0.0s)
11:20:40 ols | fold 4 ok (0.0s)
11:20:40 ols | fold 5 ok (0.0s)
11:20:40 gam_spatial | fold 1 ok (0.2s)
11:20:40 gam_spatial | fold 2 ok (0.1s)
11:20:41 gam_spatial | fold 3 ok (0.3s)
11:20:41 gam_spatial | fold 4 ok (0.2s)
11:20:41 gam_spatial | fold 5 ok (0.2s)
11:20:42 xgboost | fold 1 ok (0.1s)
11:20:42 xgboost | fold 2 ok (0.1s)
11:20:42 xgboost | fold 3 ok (0.1s)
11:20:42 xgboost | fold 4 ok (0.1s)
11:20:42 xgboost | fold 5 ok (0.1s)
11:21:03 inla_spde | fold 1 ok (20.4s)
11:21:22 inla_spde | fold 2 ok (19.1s)
11:21:41 inla_spde | fold 3 ok (19.1s)
11:22:01 inla_spde | fold 4 ok (20.1s)
11:22:21 inla_spde | fold 5 ok (19.9s)
11:22:33 inla_spde_group | fold 1 ok (12.1s)
11:22:45 inla_spde_group | fold 2 ok (11.8s)
11:23:00 inla_spde_group | fold 3 ok (14.1s)
11:23:13 inla_spde_group | fold 4 ok (13.1s)
11:23:26 inla_spde_group | fold 5 ok (12.7s)
11:24:29 inla_spde_st | fold 1 ok (63.3s)
11:25:29 inla_spde_st | fold 2 ok (59.6s)
11:26:23 inla_spde_st | fold 3 ok (53.9s)
11:27:20 inla_spde_st | fold 4 ok (57.6s)
11:28:05 inla_spde_st | fold 5 ok (44.2s)
11:31:31 inla_spde_st_group | fold 1 ok (206.1s)
11:33:50 inla_spde_st_group | fold 2 ok (138.4s)
11:36:08 inla_spde_st_group | fold 3 ok (138.3s)
11:38:33 inla_spde_st_group | fold 4 ok (144.6s)
11:40:54 inla_spde_st_group | fold 5 ok (140.3s)
11:40:54 === mistletoe graine 11 TERMINE
11:40:58 === crane graine 11 : N=650, sites=130, folds(lignes)=145/125/125/135/120 | estimateurs: baseline_mean,ols,gam_spatial,random_forest,xgboost,sar_probit,sem_probit,inla_spde,inla_spde_st
11:40:58 baseline_mean | fold 1 ok (0.0s)
11:40:58 baseline_mean | fold 2 ok (0.0s)
11:40:58 baseline_mean | fold 3 ok (0.0s)
11:40:58 baseline_mean | fold 4 ok (0.0s)
11:40:58 baseline_mean | fold 5 ok (0.0s)
11:40:58 ols | fold 1 ok (0.0s)
11:40:58 ols | fold 2 ok (0.1s)
11:40:58 ols | fold 3 ok (0.0s)
11:40:58 ols | fold 4 ok (0.0s)
11:40:58 ols | fold 5 ok (0.0s)
11:40:59 gam_spatial | fold 1 ok (0.2s)
11:40:59 gam_spatial | fold 2 ok (0.2s)
11:40:59 gam_spatial | fold 3 ok (0.2s)
11:40:59 gam_spatial | fold 4 ok (0.2s)
11:41:00 gam_spatial | fold 5 ok (0.2s)
11:41:00 random_forest | fold 1 ok (0.1s)
11:41:00 random_forest | fold 2 ok (0.1s)
11:41:00 random_forest | fold 3 ok (0.1s)
11:41:01 random_forest | fold 4 ok (0.1s)
11:41:01 random_forest | fold 5 ok (0.1s)
11:41:01 xgboost | fold 1 ok (0.2s)
11:41:01 xgboost | fold 2 ok (0.2s)
11:41:02 xgboost | fold 3 ok (0.1s)
11:41:02 xgboost | fold 4 ok (0.1s)
11:41:02 xgboost | fold 5 ok (0.1s)
11:41:03 sar_probit | fold 1 ok (1.1s)
11:41:04 sar_probit | fold 2 ok (0.8s)
11:41:05 sar_probit | fold 3 ok (0.7s)
11:41:06 sar_probit | fold 4 ok (0.9s)
11:41:07 sar_probit | fold 5 ok (0.8s)
11:41:08 sem_probit | fold 1 ok (0.8s)
11:41:08 sem_probit | fold 2 ok (0.4s)
11:41:09 sem_probit | fold 3 ok (0.5s)
11:41:10 sem_probit | fold 4 ok (0.5s)
11:41:10 sem_probit | fold 5 ok (0.4s)
11:41:43 inla_spde | fold 1 ok (32.4s)
11:42:12 inla_spde | fold 2 ok (29.2s)
11:42:42 inla_spde | fold 3 ok (29.1s)
11:43:11 inla_spde | fold 4 ok (29.1s)
11:43:41 inla_spde | fold 5 ok (29.7s)
11:45:23 inla_spde_st | fold 1 ok (102.0s)
11:46:52 inla_spde_st | fold 2 ok (89.2s)
11:47:48 inla_spde_st | fold 3 ok (55.5s)
11:48:54 inla_spde_st | fold 4 ok (65.7s)
11:50:05 inla_spde_st | fold 5 ok (71.6s)
11:50:06 === crane graine 11 TERMINE
11:50:08 === flapper graine 11 : N=707, sites=700, folds(lignes)=147/129/148/146/137 | estimateurs: baseline_mean,ols,gam_spatial,random_forest,xgboost,sar_probit,sem_probit,inla_spde,inla_spde_group
11:50:08 baseline_mean | fold 1 ok (0.0s)
11:50:08 baseline_mean | fold 2 ok (0.0s)
11:50:08 baseline_mean | fold 3 ok (0.0s)
11:50:08 baseline_mean | fold 4 ok (0.0s)
11:50:08 baseline_mean | fold 5 ok (0.0s)
11:50:08 ols | fold 1 ok (0.0s)
11:50:08 ols | fold 2 ok (0.0s)
11:50:08 ols | fold 3 ok (0.0s)
11:50:08 ols | fold 4 ok (0.0s)
11:50:08 ols | fold 5 ok (0.0s)
11:50:08 gam_spatial | fold 1 ok (0.1s)
11:50:08 gam_spatial | fold 2 ok (0.1s)
11:50:08 gam_spatial | fold 3 ok (0.1s)
11:50:08 gam_spatial | fold 4 ok (0.2s)
11:50:09 gam_spatial | fold 5 ok (0.1s)
11:50:09 random_forest | fold 1 ok (0.1s)
11:50:09 random_forest | fold 2 ok (0.1s)
11:50:09 random_forest | fold 3 ok (0.1s)
11:50:09 random_forest | fold 4 ok (0.1s)
11:50:09 random_forest | fold 5 ok (0.1s)
11:50:09 xgboost | fold 1 ok (0.1s)
11:50:09 xgboost | fold 2 ok (0.1s)
11:50:10 xgboost | fold 3 ok (0.1s)
11:50:10 xgboost | fold 4 ok (0.1s)
11:50:10 xgboost | fold 5 ok (0.1s)
11:50:11 sar_probit | fold 1 ok (0.6s)
11:50:11 sar_probit | fold 2 ok (0.6s)
11:50:12 sar_probit | fold 3 ok (0.3s)
