"dataset","seed","estimator","fold","ok","elapsed","attempts","mlik","range","error"
"goa",11,"baseline_mean",1,TRUE,0,1,NA,NA,NA
"goa",11,"baseline_mean",2,TRUE,0.0300000000000011,1,NA,NA,NA
"goa",11,"baseline_mean",3,TRUE,0,1,NA,NA,NA
"goa",11,"baseline_mean",4,TRUE,0,1,NA,NA,NA
"goa",11,"baseline_mean",5,TRUE,0,1,NA,NA,NA
"goa",11,"ols",1,TRUE,0,1,NA,NA,NA
"goa",11,"ols",2,TRUE,0.119999999999997,1,NA,NA,NA
"goa",11,"ols",3,TRUE,0,1,NA,NA,NA
"goa",11,"ols",4,TRUE,0,1,NA,NA,NA
"goa",11,"ols",5,TRUE,0.0200000000000031,1,NA,NA,NA
"goa",11,"gam_spatial",1,TRUE,0.119999999999997,1,NA,NA,NA
"goa",11,"gam_spatial",2,TRUE,0.0600000000000023,1,NA,NA,NA
"goa",11,"gam_spatial",3,TRUE,0.0499999999999972,1,NA,NA,NA
"goa",11,"gam_spatial",4,TRUE,0.0500000000000043,1,NA,NA,NA
"goa",11,"gam_spatial",5,TRUE,0.0499999999999972,1,NA,NA,NA
"goa",11,"random_forest",1,TRUE,0.350000000000001,1,NA,NA,NA
"goa",11,"random_forest",2,TRUE,0.0499999999999972,1,NA,NA,NA
"goa",11,"random_forest",3,TRUE,0.0600000000000023,1,NA,NA,NA
"goa",11,"random_forest",4,TRUE,0.0500000000000043,1,NA,NA,NA
"goa",11,"random_forest",5,TRUE,0.0499999999999972,1,NA,NA,NA
"goa",11,"xgboost",1,TRUE,0.0899999999999963,1,NA,NA,NA
"goa",11,"xgboost",2,TRUE,0.0799999999999983,1,NA,NA,NA
"goa",11,"xgboost",3,TRUE,0.100000000000001,1,NA,NA,NA
"goa",11,"xgboost",4,TRUE,0.0899999999999963,1,NA,NA,NA
"goa",11,"xgboost",5,TRUE,0.0799999999999983,1,NA,NA,NA
"goa",11,"sar_lag",1,TRUE,1.89,1,NA,NA,NA
"goa",11,"sar_lag",2,TRUE,1.42,1,NA,NA,NA
"goa",11,"sar_lag",3,TRUE,1.14,1,NA,NA,NA
"goa",11,"sar_lag",4,TRUE,1.15,1,NA,NA,NA
"goa",11,"sar_lag",5,TRUE,1.19,1,NA,NA,NA
"goa",11,"sem_error",1,TRUE,1,1,NA,NA,NA
"goa",11,"sem_error",2,TRUE,1.05,1,NA,NA,NA
"goa",11,"sem_error",3,TRUE,1.06,1,NA,NA,NA
"goa",11,"sem_error",4,TRUE,1.01,1,NA,NA,NA
"goa",11,"sem_error",5,TRUE,0.949999999999996,1,NA,NA,NA
"goa",11,"inla_spde",1,TRUE,19.3,1,-2544.0344885372,0.899041606638583,NA
"goa",11,"inla_spde",2,TRUE,15.8,1,-2626.78636450487,9.84634638887505,NA
"goa",11,"inla_spde",3,TRUE,14.47,1,-2477.85749636898,1.97816203707991,NA
"goa",11,"inla_spde",4,TRUE,13.21,1,-2465.74749148314,0.85844516693019,NA
"goa",11,"inla_spde",5,TRUE,14,1,-2511.99209946429,1.02368453367067,NA
"goa",11,"inla_spde_group",1,TRUE,21.18,1,-2551.57403060026,0.888842228894765,NA
"goa",11,"inla_spde_group",2,TRUE,20.98,1,-2623.84007504481,0.68285531776252,NA
"goa",11,"inla_spde_group",3,TRUE,18,1,-2533.47317217815,8543199.6449393,NA
"goa",11,"inla_spde_group",4,TRUE,19.69,1,-2485.01428470873,8.33608324555752,NA
"goa",11,"inla_spde_group",5,TRUE,21.92,1,-2515.70989458054,1.43140435925444,NA
"goa",11,"inla_spde_st",1,TRUE,1299.44,1,-2539.60895780746,0.60510873692215,NA
"goa",11,"inla_spde_st",2,TRUE,608.47,1,-2617.47379209254,0.56822417874533,NA
"goa",11,"inla_spde_st",3,TRUE,980.11,1,-2483.42225596416,1.71511089644385,NA
"goa",11,"inla_spde_st",4,TRUE,766.03,1,-2463.06843463378,0.828216581269801,NA
"goa",11,"inla_spde_st",5,TRUE,689.38,1,-2516.41584271152,0.994809211451716,NA
