"dataset","seed","estimator","fold","ok","elapsed","attempts","mlik","range","error"
"goa",33,"baseline_mean",1,TRUE,0,1,NA,NA,NA
"goa",33,"baseline_mean",2,TRUE,0.0200000000000031,1,NA,NA,NA
"goa",33,"baseline_mean",3,TRUE,0,1,NA,NA,NA
"goa",33,"baseline_mean",4,TRUE,0,1,NA,NA,NA
"goa",33,"baseline_mean",5,TRUE,0.019999999999996,1,NA,NA,NA
"goa",33,"ols",1,TRUE,0.00999999999999801,1,NA,NA,NA
"goa",33,"ols",2,TRUE,0.190000000000005,1,NA,NA,NA
"goa",33,"ols",3,TRUE,0.0200000000000031,1,NA,NA,NA
"goa",33,"ols",4,TRUE,0,1,NA,NA,NA
"goa",33,"ols",5,TRUE,0.0200000000000031,1,NA,NA,NA
"goa",33,"gam_spatial",1,TRUE,0.100000000000001,1,NA,NA,NA
"goa",33,"gam_spatial",2,TRUE,0.0500000000000043,1,NA,NA,NA
"goa",33,"gam_spatial",3,TRUE,0.0499999999999972,1,NA,NA,NA
"goa",33,"gam_spatial",4,TRUE,0.0399999999999991,1,NA,NA,NA
"goa",33,"gam_spatial",5,TRUE,0.0399999999999991,1,NA,NA,NA
"goa",33,"random_forest",1,TRUE,0.189999999999998,1,NA,NA,NA
"goa",33,"random_forest",2,TRUE,0.0499999999999972,1,NA,NA,NA
"goa",33,"random_forest",3,TRUE,0.0600000000000023,1,NA,NA,NA
"goa",33,"random_forest",4,TRUE,0.0399999999999991,1,NA,NA,NA
"goa",33,"random_forest",5,TRUE,0.0499999999999972,1,NA,NA,NA
"goa",33,"xgboost",1,TRUE,0.0799999999999983,1,NA,NA,NA
"goa",33,"xgboost",2,TRUE,0.0799999999999983,1,NA,NA,NA
"goa",33,"xgboost",3,TRUE,0.0799999999999983,1,NA,NA,NA
"goa",33,"xgboost",4,TRUE,0.0899999999999963,1,NA,NA,NA
"goa",33,"xgboost",5,TRUE,0.0899999999999963,1,NA,NA,NA
"goa",33,"sar_lag",1,TRUE,1.86,1,NA,NA,NA
"goa",33,"sar_lag",2,TRUE,1.4,1,NA,NA,NA
"goa",33,"sar_lag",3,TRUE,1.17,1,NA,NA,NA
"goa",33,"sar_lag",4,TRUE,1.11,1,NA,NA,NA
"goa",33,"sar_lag",5,TRUE,1.25,1,NA,NA,NA
"goa",33,"sem_error",1,TRUE,0.979999999999997,1,NA,NA,NA
"goa",33,"sem_error",2,TRUE,1.03,1,NA,NA,NA
"goa",33,"sem_error",3,TRUE,1.08,1,NA,NA,NA
"goa",33,"sem_error",4,TRUE,0.950000000000003,1,NA,NA,NA
"goa",33,"sem_error",5,TRUE,0.980000000000004,1,NA,NA,NA
"goa",33,"inla_spde",1,TRUE,19.69,1,-2539.90174491349,0.645428177621366,NA
"goa",33,"inla_spde",2,TRUE,15.2,1,-2517.0037130382,1.08284614600146,NA
"goa",33,"inla_spde",3,TRUE,15.08,1,-2388.12720143866,1.0534545222878,NA
"goa",33,"inla_spde",4,TRUE,9.55,1,-2529.19604022275,35.2674141174668,NA
"goa",33,"inla_spde",5,TRUE,13.11,1,-2661.52735723876,13.2743072006753,NA
"goa",33,"inla_spde_group",1,TRUE,6,1,2004.31068154208,41805.9794278979,NA
"goa",33,"inla_spde_group",2,TRUE,20.24,1,-2578.95875030508,6772632007515.59,NA
"goa",33,"inla_spde_group",3,TRUE,21.95,1,-2389.07831013346,0.870371670309803,NA
"goa",33,"inla_spde_group",4,TRUE,24.05,1,-2529.87797547769,11.7915339216578,NA
"goa",33,"inla_spde_group",5,TRUE,17.35,1,-2704.91253552592,2136911.04907334,NA
"goa",33,"inla_spde_st",1,TRUE,347.04,1,-2995.49285192511,1.85234571615559,NA
"goa",33,"inla_spde_st",2,TRUE,435.28,1,-2514.61383937425,0.522720709387804,NA
"goa",33,"inla_spde_st",3,TRUE,625.33,1,-2382.84584886011,0.95231869031276,NA
"goa",33,"inla_spde_st",4,TRUE,376.52,1,-3119.39314266168,0.275241235632035,NA
"goa",33,"inla_spde_st",5,TRUE,1081.98,1,-2649.30502762511,0.560312486971373,NA
