"dataset","seed","estimator","fold","ok","elapsed","attempts","mlik","range","error"
"mistletoe",33,"baseline_mean",1,TRUE,0,1,NA,NA,NA
"mistletoe",33,"baseline_mean",2,TRUE,0,1,NA,NA,NA
"mistletoe",33,"baseline_mean",3,TRUE,0,1,NA,NA,NA
"mistletoe",33,"baseline_mean",4,TRUE,0,1,NA,NA,NA
"mistletoe",33,"baseline_mean",5,TRUE,0,1,NA,NA,NA
"mistletoe",33,"ols",1,TRUE,0.0199999999999818,1,NA,NA,NA
"mistletoe",33,"ols",2,TRUE,0.0700000000001637,1,NA,NA,NA
"mistletoe",33,"ols",3,TRUE,0.0100000000002183,1,NA,NA,NA
"mistletoe",33,"ols",4,TRUE,0.0100000000002183,1,NA,NA,NA
"mistletoe",33,"ols",5,TRUE,0.0199999999999818,1,NA,NA,NA
"mistletoe",33,"gam_spatial",1,TRUE,0.489999999999782,1,NA,NA,NA
"mistletoe",33,"gam_spatial",2,TRUE,0.25,1,NA,NA,NA
"mistletoe",33,"gam_spatial",3,TRUE,0.340000000000146,1,NA,NA,NA
"mistletoe",33,"gam_spatial",4,TRUE,0.370000000000346,1,NA,NA,NA
"mistletoe",33,"gam_spatial",5,TRUE,0.330000000000382,1,NA,NA,NA
"mistletoe",33,"xgboost",1,TRUE,0.239999999999782,1,NA,NA,NA
"mistletoe",33,"xgboost",2,TRUE,0.230000000000018,1,NA,NA,NA
"mistletoe",33,"xgboost",3,TRUE,0.2199999999998,1,NA,NA,NA
"mistletoe",33,"xgboost",4,TRUE,0.25,1,NA,NA,NA
"mistletoe",33,"xgboost",5,TRUE,0.220000000000255,1,NA,NA,NA
"mistletoe",33,"inla_spde",1,TRUE,27.0599999999999,1,-3495.46995271826,0.362860676068359,NA
"mistletoe",33,"inla_spde",2,TRUE,28.7400000000002,1,-3345.92024132061,0.18349374142949,NA
"mistletoe",33,"inla_spde",3,TRUE,26.1999999999998,1,-3335.7943699272,0.557714575111585,NA
"mistletoe",33,"inla_spde",4,TRUE,26.3499999999999,1,-3667.06612298185,0.345717894960213,NA
"mistletoe",33,"inla_spde",5,TRUE,27.29,1,-3367.61028606509,0.380552120646271,NA
"mistletoe",33,"inla_spde_group",1,TRUE,17.5599999999999,1,-3474.72718803459,0.370338951566527,NA
"mistletoe",33,"inla_spde_group",2,TRUE,16.02,1,-3323.95433595408,0.183266167315761,NA
"mistletoe",33,"inla_spde_group",3,TRUE,15.6700000000001,1,-3329.69318076242,0.948303999886584,NA
"mistletoe",33,"inla_spde_group",4,TRUE,16.2799999999997,1,-3657.30543432742,0.654182878146839,NA
"mistletoe",33,"inla_spde_group",5,TRUE,15.4900000000002,1,-3347.99722123167,0.370334432042143,NA
"mistletoe",33,"inla_spde_st",1,TRUE,84.25,1,-3093.91403982875,0.339046933788411,NA
"mistletoe",33,"inla_spde_st",2,TRUE,74.2799999999997,1,-3004.69848108768,0.206128713638316,NA
"mistletoe",33,"inla_spde_st",3,TRUE,90.8600000000001,1,-3092.18095743979,0.374180183640616,NA
"mistletoe",33,"inla_spde_st",4,TRUE,87.48,1,-3307.54344569483,0.301547770144407,NA
"mistletoe",33,"inla_spde_st",5,TRUE,92.75,1,-3003.12356263806,0.379797066541777,NA
"mistletoe",33,"inla_spde_st_group",1,TRUE,172.69,1,-3072.99449891292,0.340745955019314,NA
"mistletoe",33,"inla_spde_st_group",2,TRUE,110.15,1,-2977.12731994566,0.197617626086873,NA
"mistletoe",33,"inla_spde_st_group",3,TRUE,141.38,1,-3077.62170597677,0.44386498308579,NA
"mistletoe",33,"inla_spde_st_group",4,TRUE,149.16,1,-3295.22975244459,0.331598229225524,NA
"mistletoe",33,"inla_spde_st_group",5,TRUE,88.0100000000002,1,-2984.48865737307,0.372134347127865,NA
