"dataset","seed","estimator","fold","ok","elapsed","attempts","mlik","range","error"
"banff",11,"baseline_mean",1,TRUE,0,1,NA,NA,NA
"banff",11,"baseline_mean",2,TRUE,0,1,NA,NA,NA
"banff",11,"baseline_mean",3,TRUE,0,1,NA,NA,NA
"banff",11,"baseline_mean",4,TRUE,0,1,NA,NA,NA
"banff",11,"baseline_mean",5,TRUE,0,1,NA,NA,NA
"banff",11,"ols",1,TRUE,0,1,NA,NA,NA
"banff",11,"ols",2,TRUE,0.0100000000002183,1,NA,NA,NA
"banff",11,"ols",3,TRUE,0,1,NA,NA,NA
"banff",11,"ols",4,TRUE,0,1,NA,NA,NA
"banff",11,"ols",5,TRUE,0,1,NA,NA,NA
"banff",11,"gam_spatial",1,TRUE,0.0199999999995271,1,NA,NA,NA
"banff",11,"gam_spatial",2,TRUE,0.0199999999995271,1,NA,NA,NA
"banff",11,"gam_spatial",3,TRUE,0.0299999999997453,1,NA,NA,NA
"banff",11,"gam_spatial",4,TRUE,0.069999999999709,1,NA,NA,NA
"banff",11,"gam_spatial",5,TRUE,0.0299999999997453,1,NA,NA,NA
"banff",11,"random_forest",1,TRUE,0.0299999999997453,1,NA,NA,NA
"banff",11,"random_forest",2,TRUE,0.0500000000001819,1,NA,NA,NA
"banff",11,"random_forest",3,TRUE,0.0799999999999272,1,NA,NA,NA
"banff",11,"random_forest",4,TRUE,0.0299999999997453,1,NA,NA,NA
"banff",11,"random_forest",5,TRUE,0.0199999999995271,1,NA,NA,NA
"banff",11,"xgboost",1,TRUE,0.0799999999999272,1,NA,NA,NA
"banff",11,"xgboost",2,TRUE,0.0599999999994907,1,NA,NA,NA
"banff",11,"xgboost",3,TRUE,0.0599999999994907,1,NA,NA,NA
"banff",11,"xgboost",4,TRUE,0.0799999999999272,1,NA,NA,NA
"banff",11,"xgboost",5,TRUE,0.0700000000006185,1,NA,NA,NA
"banff",11,"sar_lag",1,TRUE,0.800000000000182,1,NA,NA,NA
"banff",11,"sar_lag",2,TRUE,0.769999999999527,1,NA,NA,NA
"banff",11,"sar_lag",3,TRUE,0.680000000000291,1,NA,NA,NA
"banff",11,"sar_lag",4,TRUE,0.819999999999709,1,NA,NA,NA
"banff",11,"sar_lag",5,TRUE,0.729999999999563,1,NA,NA,NA
"banff",11,"sem_error",1,TRUE,0.759999999999309,1,NA,NA,NA
"banff",11,"sem_error",2,TRUE,0.710000000000036,1,NA,NA,NA
"banff",11,"sem_error",3,TRUE,0.780000000000655,1,NA,NA,NA
"banff",11,"sem_error",4,TRUE,0.670000000000073,1,NA,NA,NA
"banff",11,"sem_error",5,TRUE,0.890000000000327,1,NA,NA,NA
"banff",11,"inla_spde",1,TRUE,12.5799999999999,1,-197.170288050914,4226.64525049406,NA
"banff",11,"inla_spde",2,TRUE,11.1599999999999,1,-200.990728712629,5746.92931528783,NA
"banff",11,"inla_spde",3,TRUE,11.8899999999994,1,-163.978090742062,7700.88174264744,NA
"banff",11,"inla_spde",4,TRUE,12.4899999999998,1,-206.6146408849,4767.38991565871,NA
"banff",11,"inla_spde",5,TRUE,11.6100000000006,1,-201.281524559413,5223.59890776032,NA
"banff",11,"inla_spde_group",1,TRUE,19.4899999999998,1,-198.137747459937,4229.74231382088,NA
"banff",11,"inla_spde_group",2,TRUE,18.9400000000005,1,-201.955006416386,5749.01423367767,NA
"banff",11,"inla_spde_group",3,TRUE,19.0299999999997,1,-164.925417629786,7705.42116476809,NA
"banff",11,"inla_spde_group",4,TRUE,18.0799999999999,1,-207.585015425835,4768.73643938052,NA
"banff",11,"inla_spde_group",5,TRUE,18.3500000000004,1,-202.244800382926,5224.42343756629,NA
