"dataset","seed","estimator","fold","ok","elapsed","attempts","mlik","range","error"
"crane",33,"baseline_mean",1,TRUE,0,1,NA,NA,NA
"crane",33,"baseline_mean",2,TRUE,0,1,NA,NA,NA
"crane",33,"baseline_mean",3,TRUE,0,1,NA,NA,NA
"crane",33,"baseline_mean",4,TRUE,0,1,NA,NA,NA
"crane",33,"baseline_mean",5,TRUE,0,1,NA,NA,NA
"crane",33,"ols",1,TRUE,0.0299999999997453,1,NA,NA,NA
"crane",33,"ols",2,TRUE,0.0299999999997453,1,NA,NA,NA
"crane",33,"ols",3,TRUE,0.0200000000004366,1,NA,NA,NA
"crane",33,"ols",4,TRUE,0.0200000000004366,1,NA,NA,NA
"crane",33,"ols",5,TRUE,0.0100000000002183,1,NA,NA,NA
"crane",33,"gam_spatial",1,TRUE,0.100000000000364,1,NA,NA,NA
"crane",33,"gam_spatial",2,TRUE,0.0799999999999272,1,NA,NA,NA
"crane",33,"gam_spatial",3,TRUE,0.110000000000582,1,NA,NA,NA
"crane",33,"gam_spatial",4,TRUE,0.159999999999854,1,NA,NA,NA
"crane",33,"gam_spatial",5,TRUE,0.0900000000001455,1,NA,NA,NA
"crane",33,"random_forest",1,TRUE,0.0500000000001819,1,NA,NA,NA
"crane",33,"random_forest",2,TRUE,0.0399999999999636,1,NA,NA,NA
"crane",33,"random_forest",3,TRUE,0.0399999999999636,1,NA,NA,NA
"crane",33,"random_forest",4,TRUE,0.0299999999997453,1,NA,NA,NA
"crane",33,"random_forest",5,TRUE,0.0299999999997453,1,NA,NA,NA
"crane",33,"xgboost",1,TRUE,0.0600000000004002,1,NA,NA,NA
"crane",33,"xgboost",2,TRUE,0.069999999999709,1,NA,NA,NA
"crane",33,"xgboost",3,TRUE,0.0599999999994907,1,NA,NA,NA
"crane",33,"xgboost",4,TRUE,0.0599999999994907,1,NA,NA,NA
"crane",33,"xgboost",5,TRUE,0.0599999999994907,1,NA,NA,NA
"crane",33,"sar_probit",1,TRUE,0.489999999999782,1,NA,NA,NA
"crane",33,"sar_probit",2,TRUE,0.4399999999996,1,NA,NA,NA
"crane",33,"sar_probit",3,TRUE,0.449999999999818,1,NA,NA,NA
"crane",33,"sar_probit",4,TRUE,0.329999999999927,1,NA,NA,NA
"crane",33,"sar_probit",5,TRUE,0.420000000000073,1,NA,NA,NA
"crane",33,"sem_probit",1,TRUE,0.25,1,NA,NA,NA
"crane",33,"sem_probit",2,TRUE,0.460000000000036,1,NA,NA,NA
"crane",33,"sem_probit",3,TRUE,0.25,1,NA,NA,NA
"crane",33,"sem_probit",4,TRUE,0.159999999999854,1,NA,NA,NA
"crane",33,"sem_probit",5,TRUE,0.279999999999745,1,NA,NA,NA
"crane",33,"inla_spde",1,TRUE,21.0299999999997,1,-20.0475600258915,402.783546649001,NA
"crane",33,"inla_spde",2,TRUE,20.54,1,-18.1043093516878,411.322799581637,NA
"crane",33,"inla_spde",3,TRUE,21.9200000000001,1,-18.0693885005856,227.452482034843,NA
"crane",33,"inla_spde",4,TRUE,21.71,1,-14.6790175953913,295.37912623328,NA
"crane",33,"inla_spde",5,TRUE,22.6600000000008,1,-19.0770354248516,311.929001445044,NA
"crane",33,"inla_spde_st",1,TRUE,76.1800000000003,1,-21.9870503595784,264.557868701483,NA
"crane",33,"inla_spde_st",2,TRUE,66.1300000000001,1,-19.7946354873429,277.220378325036,NA
"crane",33,"inla_spde_st",3,TRUE,75.3400000000001,1,-19.725327163852,217.611586657963,NA
"crane",33,"inla_spde_st",4,TRUE,60.04,1,-16.4610013936702,271.966390127991,NA
"crane",33,"inla_spde_st",5,TRUE,78.5599999999995,1,-21.41804424342,253.310094882312,NA
