"dataset","seed","estimator","fold","ok","elapsed","attempts","mlik","range","error"
"banff",33,"baseline_mean",1,TRUE,0,1,NA,NA,NA
"banff",33,"baseline_mean",2,TRUE,0,1,NA,NA,NA
"banff",33,"baseline_mean",3,TRUE,0,1,NA,NA,NA
"banff",33,"baseline_mean",4,TRUE,0,1,NA,NA,NA
"banff",33,"baseline_mean",5,TRUE,0,1,NA,NA,NA
"banff",33,"ols",1,TRUE,0.00999999999930878,1,NA,NA,NA
"banff",33,"ols",2,TRUE,0.0799999999999272,1,NA,NA,NA
"banff",33,"ols",3,TRUE,0,1,NA,NA,NA
"banff",33,"ols",4,TRUE,0,1,NA,NA,NA
"banff",33,"ols",5,TRUE,0.0200000000004366,1,NA,NA,NA
"banff",33,"gam_spatial",1,TRUE,0.0599999999994907,1,NA,NA,NA
"banff",33,"gam_spatial",2,TRUE,0.0599999999994907,1,NA,NA,NA
"banff",33,"gam_spatial",3,TRUE,0.0499999999992724,1,NA,NA,NA
"banff",33,"gam_spatial",4,TRUE,0.0500000000001819,1,NA,NA,NA
"banff",33,"gam_spatial",5,TRUE,0.0500000000001819,1,NA,NA,NA
"banff",33,"random_forest",1,TRUE,0.0799999999999272,1,NA,NA,NA
"banff",33,"random_forest",2,TRUE,0.0799999999999272,1,NA,NA,NA
"banff",33,"random_forest",3,TRUE,0.0599999999994907,1,NA,NA,NA
"banff",33,"random_forest",4,TRUE,0.0399999999999636,1,NA,NA,NA
"banff",33,"random_forest",5,TRUE,0.0500000000001819,1,NA,NA,NA
"banff",33,"xgboost",1,TRUE,0.170000000000073,1,NA,NA,NA
"banff",33,"xgboost",2,TRUE,0.150000000000546,1,NA,NA,NA
"banff",33,"xgboost",3,TRUE,0.159999999999854,1,NA,NA,NA
"banff",33,"xgboost",4,TRUE,0.149999999999636,1,NA,NA,NA
"banff",33,"xgboost",5,TRUE,0.119999999999891,1,NA,NA,NA
"banff",33,"sar_lag",1,TRUE,1.61999999999989,1,NA,NA,NA
"banff",33,"sar_lag",2,TRUE,1.47000000000025,1,NA,NA,NA
"banff",33,"sar_lag",3,TRUE,1.30999999999949,1,NA,NA,NA
"banff",33,"sar_lag",4,TRUE,1.22999999999956,1,NA,NA,NA
"banff",33,"sar_lag",5,TRUE,1.14000000000033,1,NA,NA,NA
"banff",33,"sem_error",1,TRUE,1.21000000000004,1,NA,NA,NA
"banff",33,"sem_error",2,TRUE,1.17000000000007,1,NA,NA,NA
"banff",33,"sem_error",3,TRUE,1.09000000000015,1,NA,NA,NA
"banff",33,"sem_error",4,TRUE,1.14000000000033,1,NA,NA,NA
"banff",33,"sem_error",5,TRUE,1.17999999999938,1,NA,NA,NA
"banff",33,"inla_spde",1,TRUE,18.5500000000002,1,-186.104734793879,10198.3540099602,NA
"banff",33,"inla_spde",2,TRUE,19.9399999999996,1,-183.043729779985,9269.98505336484,NA
"banff",33,"inla_spde",3,TRUE,19.5100000000002,1,-206.853857316626,4483.83095871493,NA
"banff",33,"inla_spde",4,TRUE,16.9200000000001,1,-193.872279663183,4479.23741518422,NA
"banff",33,"inla_spde",5,TRUE,17.8400000000001,1,-198.950306845941,4322.06423745114,NA
"banff",33,"inla_spde_group",1,TRUE,26.1800000000003,1,-187.056944978126,10199.6473426082,NA
"banff",33,"inla_spde_group",2,TRUE,23.9100000000008,1,-184.002569875338,9277.14316791176,NA
"banff",33,"inla_spde_group",3,TRUE,22.9099999999999,1,-207.833204774773,4482.48877138085,NA
"banff",33,"inla_spde_group",4,TRUE,23.8000000000002,1,-194.836806756983,4478.3515102434,NA
"banff",33,"inla_spde_group",5,TRUE,23.04,1,-199.93226131308,4336.14676820333,NA
