10:04:59 === goa graine 33 : N=500, sites=500, folds(lignes)=103/96/113/103/85 | estimateurs: baseline_mean,ols,gam_spatial,random_forest,xgboost,sar_lag,sem_error,inla_spde,inla_spde_group,inla_spde_st
10:04:59 baseline_mean | fold 1 ok (0.0s)
10:04:59 baseline_mean | fold 2 ok (0.0s)
10:04:59 baseline_mean | fold 3 ok (0.0s)
10:04:59 baseline_mean | fold 4 ok (0.0s)
10:04:59 baseline_mean | fold 5 ok (0.0s)
10:04:59 ols | fold 1 ok (0.0s)
10:05:00 ols | fold 2 ok (0.2s)
10:05:00 ols | fold 3 ok (0.0s)
10:05:00 ols | fold 4 ok (0.0s)
10:05:00 ols | fold 5 ok (0.0s)
10:05:00 gam_spatial | fold 1 ok (0.1s)
10:05:00 gam_spatial | fold 2 ok (0.1s)
10:05:00 gam_spatial | fold 3 ok (0.0s)
10:05:00 gam_spatial | fold 4 ok (0.0s)
10:05:00 gam_spatial | fold 5 ok (0.0s)
10:05:00 random_forest | fold 1 ok (0.2s)
10:05:00 random_forest | fold 2 ok (0.0s)
10:05:01 random_forest | fold 3 ok (0.1s)
10:05:01 random_forest | fold 4 ok (0.0s)
10:05:01 random_forest | fold 5 ok (0.0s)
10:05:01 xgboost | fold 1 ok (0.1s)
10:05:01 xgboost | fold 2 ok (0.1s)
10:05:01 xgboost | fold 3 ok (0.1s)
10:05:01 xgboost | fold 4 ok (0.1s)
10:05:01 xgboost | fold 5 ok (0.1s)
10:05:03 sar_lag | fold 1 ok (1.9s)
10:05:05 sar_lag | fold 2 ok (1.4s)
10:05:06 sar_lag | fold 3 ok (1.2s)
10:05:07 sar_lag | fold 4 ok (1.1s)
10:05:08 sar_lag | fold 5 ok (1.2s)
10:05:09 sem_error | fold 1 ok (1.0s)
10:05:10 sem_error | fold 2 ok (1.0s)
10:05:12 sem_error | fold 3 ok (1.1s)
10:05:13 sem_error | fold 4 ok (1.0s)
10:05:14 sem_error | fold 5 ok (1.0s)
10:05:33 inla_spde | fold 1 ok (19.7s)
10:05:49 inla_spde | fold 2 ok (15.2s)
10:06:04 inla_spde | fold 3 ok (15.1s)
10:06:14 inla_spde | fold 4 ok (9.5s)
10:06:27 inla_spde | fold 5 ok (13.1s)
10:06:33 inla_spde_group | fold 1 ok (6.0s)
10:06:53 inla_spde_group | fold 2 ok (20.2s)
10:07:15 inla_spde_group | fold 3 ok (21.9s)
10:07:39 inla_spde_group | fold 4 ok (24.0s)
10:07:57 inla_spde_group | fold 5 ok (17.4s)
10:13:44 inla_spde_st | fold 1 ok (347.0s)
10:20:59 inla_spde_st | fold 2 ok (435.3s)
10:31:25 inla_spde_st | fold 3 ok (625.3s)
10:37:41 inla_spde_st | fold 4 ok (376.5s)
10:55:43 inla_spde_st | fold 5 ok (1082.0s)
10:55:44 === goa graine 33 TERMINE
10:55:48 === mistletoe graine 33 : N=978, sites=130, folds(lignes)=192/217/218/135/216 | estimateurs: baseline_mean,ols,gam_spatial,xgboost,inla_spde,inla_spde_group,inla_spde_st,inla_spde_st_group
10:55:48 baseline_mean | fold 1 ok (0.0s)
10:55:48 baseline_mean | fold 2 ok (0.0s)
10:55:48 baseline_mean | fold 3 ok (0.0s)
10:55:48 baseline_mean | fold 4 ok (0.0s)
10:55:48 baseline_mean | fold 5 ok (0.0s)
10:55:48 ols | fold 1 ok (0.0s)
10:55:48 ols | fold 2 ok (0.1s)
10:55:48 ols | fold 3 ok (0.0s)
10:55:48 ols | fold 4 ok (0.0s)
10:55:48 ols | fold 5 ok (0.0s)
10:55:49 gam_spatial | fold 1 ok (0.5s)
10:55:49 gam_spatial | fold 2 ok (0.2s)
10:55:50 gam_spatial | fold 3 ok (0.3s)
10:55:50 gam_spatial | fold 4 ok (0.4s)
10:55:51 gam_spatial | fold 5 ok (0.3s)
10:55:51 xgboost | fold 1 ok (0.2s)
10:55:51 xgboost | fold 2 ok (0.2s)
10:55:52 xgboost | fold 3 ok (0.2s)
10:55:52 xgboost | fold 4 ok (0.2s)
10:55:52 xgboost | fold 5 ok (0.2s)
10:56:20 inla_spde | fold 1 ok (27.1s)
10:56:48 inla_spde | fold 2 ok (28.7s)
10:57:15 inla_spde | fold 3 ok (26.2s)
10:57:41 inla_spde | fold 4 ok (26.3s)
10:58:09 inla_spde | fold 5 ok (27.3s)
10:58:27 inla_spde_group | fold 1 ok (17.6s)
10:58:43 inla_spde_group | fold 2 ok (16.0s)
10:58:59 inla_spde_group | fold 3 ok (15.7s)
10:59:15 inla_spde_group | fold 4 ok (16.3s)
10:59:31 inla_spde_group | fold 5 ok (15.5s)
11:00:55 inla_spde_st | fold 1 ok (84.2s)
11:02:10 inla_spde_st | fold 2 ok (74.3s)
11:03:41 inla_spde_st | fold 3 ok (90.9s)
11:05:08 inla_spde_st | fold 4 ok (87.5s)
11:06:41 inla_spde_st | fold 5 ok (92.8s)
11:09:34 inla_spde_st_group | fold 1 ok (172.7s)
11:11:25 inla_spde_st_group | fold 2 ok (110.2s)
11:13:46 inla_spde_st_group | fold 3 ok (141.4s)
11:16:16 inla_spde_st_group | fold 4 ok (149.2s)
11:17:44 inla_spde_st_group | fold 5 ok (88.0s)
11:17:44 === mistletoe graine 33 TERMINE
11:17:46 === crane graine 33 : N=650, sites=130, folds(lignes)=135/145/125/125/120 | estimateurs: baseline_mean,ols,gam_spatial,random_forest,xgboost,sar_probit,sem_probit,inla_spde,inla_spde_st
11:17:46 baseline_mean | fold 1 ok (0.0s)
11:17:46 baseline_mean | fold 2 ok (0.0s)
11:17:46 baseline_mean | fold 3 ok (0.0s)
11:17:46 baseline_mean | fold 4 ok (0.0s)
11:17:46 baseline_mean | fold 5 ok (0.0s)
11:17:46 ols | fold 1 ok (0.0s)
11:17:46 ols | fold 2 ok (0.0s)
11:17:46 ols | fold 3 ok (0.0s)
11:17:46 ols | fold 4 ok (0.0s)
11:17:46 ols | fold 5 ok (0.0s)
11:17:47 gam_spatial | fold 1 ok (0.1s)
11:17:47 gam_spatial | fold 2 ok (0.1s)
11:17:47 gam_spatial | fold 3 ok (0.1s)
11:17:47 gam_spatial | fold 4 ok (0.2s)
11:17:47 gam_spatial | fold 5 ok (0.1s)
11:17:47 random_forest | fold 1 ok (0.1s)
11:17:47 random_forest | fold 2 ok (0.0s)
11:17:47 random_forest | fold 3 ok (0.0s)
11:17:47 random_forest | fold 4 ok (0.0s)
11:17:48 random_forest | fold 5 ok (0.0s)
11:17:48 xgboost | fold 1 ok (0.1s)
11:17:48 xgboost | fold 2 ok (0.1s)
11:17:48 xgboost | fold 3 ok (0.1s)
11:17:48 xgboost | fold 4 ok (0.1s)
11:17:48 xgboost | fold 5 ok (0.1s)
11:17:49 sar_probit | fold 1 ok (0.5s)
11:17:49 sar_probit | fold 2 ok (0.4s)
11:17:50 sar_probit | fold 3 ok (0.4s)
11:17:50 sar_probit | fold 4 ok (0.3s)
11:17:51 sar_probit | fold 5 ok (0.4s)
11:17:51 sem_probit | fold 1 ok (0.2s)
11:17:52 sem_probit | fold 2 ok (0.5s)
11:17:52 sem_probit | fold 3 ok (0.2s)
11:17:52 sem_probit | fold 4 ok (0.2s)
11:17:52 sem_probit | fold 5 ok (0.3s)
11:18:14 inla_spde | fold 1 ok (21.0s)
11:18:34 inla_spde | fold 2 ok (20.5s)
11:18:56 inla_spde | fold 3 ok (21.9s)
11:19:18 inla_spde | fold 4 ok (21.7s)
11:19:41 inla_spde | fold 5 ok (22.7s)
11:20:57 inla_spde_st | fold 1 ok (76.2s)
11:22:03 inla_spde_st | fold 2 ok (66.1s)
11:23:19 inla_spde_st | fold 3 ok (75.3s)
11:24:19 inla_spde_st | fold 4 ok (60.0s)
11:25:37 inla_spde_st | fold 5 ok (78.6s)
11:25:38 === crane graine 33 TERMINE
11:25:40 === flapper graine 33 : N=707, sites=700, folds(lignes)=118/151/139/161/138 | estimateurs: baseline_mean,ols,gam_spatial,random_forest,xgboost,sar_probit,sem_probit,inla_spde,inla_spde_group
11:25:40 baseline_mean | fold 1 ok (0.0s)
11:25:40 baseline_mean | fold 2 ok (0.0s)
11:25:40 baseline_mean | fold 3 ok (0.0s)
11:25:40 baseline_mean | fold 4 ok (0.0s)
11:25:40 baseline_mean | fold 5 ok (0.0s)
11:25:40 ols | fold 1 ok (0.0s)
11:25:40 ols | fold 2 ok (0.0s)
11:25:40 ols | fold 3 ok (0.0s)
11:25:40 ols | fold 4 ok (0.0s)
11:25:40 ols | fold 5 ok (0.0s)
11:25:40 gam_spatial | fold 1 ok (0.1s)
11:25:40 gam_spatial | fold 2 ok (0.1s)
11:25:40 gam_spatial | fold 3 ok (0.1s)
11:25:40 gam_spatial | fold 4 ok (0.1s)
11:25:41 gam_spatial | fold 5 ok (0.1s)
11:25:41 random_forest | fold 1 ok (0.1s)
11:25:41 random_forest | fold 2 ok (0.1s)
11:25:41 random_forest | fold 3 ok (0.1s)
11:25:41 random_forest | fold 4 ok (0.1s)
11:25:41 random_forest | fold 5 ok (0.1s)
11:25:41 xgboost | fold 1 ok (0.1s)
11:25:42 xgboost | fold 2 ok (0.1s)
11:25:42 xgboost | fold 3 ok (0.1s)
11:25:42 xgboost | fold 4 ok (0.1s)
11:25:42 xgboost | fold 5 ok (0.1s)
11:25:43 sar_probit | fold 1 ok (0.5s)
11:25:43 sar_probit | fold 2 ok (0.6s)
11:25:44 sar_probit | fold 3 ok (0.4s)
