"dataset","seed","estimator","fold","ok","elapsed","attempts","mlik","range","error"
"crane",22,"baseline_mean",1,TRUE,0,1,NA,NA,NA
"crane",22,"baseline_mean",2,TRUE,0,1,NA,NA,NA
"crane",22,"baseline_mean",3,TRUE,0,1,NA,NA,NA
"crane",22,"baseline_mean",4,TRUE,0,1,NA,NA,NA
"crane",22,"baseline_mean",5,TRUE,0,1,NA,NA,NA
"crane",22,"ols",1,TRUE,0.00999999999930878,1,NA,NA,NA
"crane",22,"ols",2,TRUE,0.0299999999997453,1,NA,NA,NA
"crane",22,"ols",3,TRUE,0,1,NA,NA,NA
"crane",22,"ols",4,TRUE,0.0199999999995271,1,NA,NA,NA
"crane",22,"ols",5,TRUE,0.0199999999995271,1,NA,NA,NA
"crane",22,"gam_spatial",1,TRUE,0.0999999999994543,1,NA,NA,NA
"crane",22,"gam_spatial",2,TRUE,0.089999999999236,1,NA,NA,NA
"crane",22,"gam_spatial",3,TRUE,0.109999999999673,1,NA,NA,NA
"crane",22,"gam_spatial",4,TRUE,0.0900000000001455,1,NA,NA,NA
"crane",22,"gam_spatial",5,TRUE,0.100000000000364,1,NA,NA,NA
"crane",22,"random_forest",1,TRUE,0.0299999999997453,1,NA,NA,NA
"crane",22,"random_forest",2,TRUE,0.0299999999997453,1,NA,NA,NA
"crane",22,"random_forest",3,TRUE,0.0299999999997453,1,NA,NA,NA
"crane",22,"random_forest",4,TRUE,0.0299999999997453,1,NA,NA,NA
"crane",22,"random_forest",5,TRUE,0.0100000000002183,1,NA,NA,NA
"crane",22,"xgboost",1,TRUE,0.0399999999999636,1,NA,NA,NA
"crane",22,"xgboost",2,TRUE,0.0600000000004002,1,NA,NA,NA
"crane",22,"xgboost",3,TRUE,0.0799999999999272,1,NA,NA,NA
"crane",22,"xgboost",4,TRUE,0.0500000000001819,1,NA,NA,NA
"crane",22,"xgboost",5,TRUE,0.0499999999992724,1,NA,NA,NA
"crane",22,"sar_probit",1,TRUE,0.399999999999636,1,NA,NA,NA
"crane",22,"sar_probit",2,TRUE,0.470000000000255,1,NA,NA,NA
"crane",22,"sar_probit",3,TRUE,0.380000000000109,1,NA,NA,NA
"crane",22,"sar_probit",4,TRUE,0.329999999999927,1,NA,NA,NA
"crane",22,"sar_probit",5,TRUE,0.399999999999636,1,NA,NA,NA
"crane",22,"sem_probit",1,TRUE,0.25,1,NA,NA,NA
"crane",22,"sem_probit",2,TRUE,0.25,1,NA,NA,NA
"crane",22,"sem_probit",3,TRUE,0.399999999999636,1,NA,NA,NA
"crane",22,"sem_probit",4,TRUE,0.210000000000036,1,NA,NA,NA
"crane",22,"sem_probit",5,TRUE,0.280000000000655,1,NA,NA,NA
"crane",22,"inla_spde",1,TRUE,23.5100000000002,1,-18.9790409793712,273.643811124704,NA
"crane",22,"inla_spde",2,TRUE,25.3900000000003,1,-16.1461239483212,234.229004478032,NA
"crane",22,"inla_spde",3,TRUE,20.2800000000007,1,-19.2504515614995,370.845432872629,NA
"crane",22,"inla_spde",4,TRUE,20.9800000000005,1,-15.2622542681945,319.418530573163,NA
"crane",22,"inla_spde",5,TRUE,22.9799999999996,1,-20.1474579380012,541.782660009116,NA
"crane",22,"inla_spde_st",1,TRUE,72.0900000000001,1,-21.2732856550538,224.129209052968,NA
"crane",22,"inla_spde_st",2,TRUE,66.5999999999995,1,-17.6211092293254,192.909953472953,NA
"crane",22,"inla_spde_st",3,TRUE,72.71,1,-21.2513656804493,274.320724742522,NA
"crane",22,"inla_spde_st",4,TRUE,84.2299999999996,1,-16.8742558236091,294.199158889523,NA
"crane",22,"inla_spde_st",5,TRUE,113.47,1,-22.2706194847083,294.441287868386,NA
